id,audio_file,speaker,region,dialect,language,duration_seconds,transcript,text
audio_02476,audio_02476.wav,Mateo,North America,Standard English,English,117.48,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02477,audio_02477.wav,Sofia,Latin America,Arabic-accented English,English,44.84,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_02478,audio_02478.wav,Ibrahim,Middle East,African English,English,23.23,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_02479,audio_02479.wav,Victor,Central Asia,Standard English,English,29.59,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_02480,audio_02480.wav,Hassan,Latin America,Indian English,English,49.48,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_02481,audio_02481.wav,Ibrahim,South East Asia,Canadian English,English,54.69,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_02482,audio_02482.wav,Priya,North America,French-accented English,English,78.16,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02483,audio_02483.wav,Lina,Eastern Europe,Arabic-accented English,English,11.97,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02484,audio_02484.wav,Mira,North America,African English,English,29.85,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_02485,audio_02485.wav,Leo,South Asia,French-accented English,English,122.6,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_02486,audio_02486.wav,Daniel,Oceania,Australian English,English,130.5,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_02487,audio_02487.wav,Zara,Western Europe,Indian English,English,80.08,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02488,audio_02488.wav,Priya,Eastern Europe,Indian English,English,34.18,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_02489,audio_02489.wav,Priya,South Asia,Canadian English,English,110.4,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_02490,audio_02490.wav,Victor,Middle East,Spanish-accented English,English,81.4,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_02491,audio_02491.wav,Daniel,Eastern Europe,Spanish-accented English,English,46.5,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_02492,audio_02492.wav,Nora,North America,African English,English,104.67,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_02493,audio_02493.wav,Aisha,Central Asia,Arabic-accented English,English,68.08,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
