id,image_id,title,year,era,location,artifact_type,subject,caption,text
hist_03137,img_03137,Beijing Ceramic - 1274,1274,Modern Century,Beijing,ceramic,city planning,"A ceramic from Beijing depicting city planning during the modern century around 1274. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Beijing Ceramic - 1274. This object was discovered in Beijing and relates to city planning. It dates to approximately 1274, representing a period of cultural, trade, or political activity."
hist_03138,img_03138,Cairo Map - 1230,1230,Modern Century,Cairo,map,city planning,"A map from Cairo depicting city planning during the modern century around 1230. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Map - 1230. This object was discovered in Cairo and relates to city planning. It dates to approximately 1230, representing a period of cultural, trade, or political activity."
hist_03139,img_03139,Alexandria Letter - 1660,1660,Colonial Period,Alexandria,letter,market scene,"A letter from Alexandria depicting market scene during the colonial period around 1660. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Alexandria Letter - 1660. This object was discovered in Alexandria and relates to market scene. It dates to approximately 1660, representing a period of cultural, trade, or political activity."
hist_03140,img_03140,London Manuscript - 1769,1769,Industrial Age,London,manuscript,battlefield,"A manuscript from London depicting battlefield during the industrial age around 1769. The image captures daily life, movement, and cultural continuity in the region.","Historical record: London Manuscript - 1769. This object was discovered in London and relates to battlefield. It dates to approximately 1769, representing a period of cultural, trade, or political activity."
hist_03141,img_03141,Paris Artifact - 1648,1648,Medieval Period,Paris,artifact,harbor activity,"A artifact from Paris depicting harbor activity during the medieval period around 1648. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Paris Artifact - 1648. This object was discovered in Paris and relates to harbor activity. It dates to approximately 1648, representing a period of cultural, trade, or political activity."
hist_03142,img_03142,Venice Map - 1959,1959,Colonial Period,Venice,map,religious procession,"A map from Venice depicting religious procession during the colonial period around 1959. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Venice Map - 1959. This object was discovered in Venice and relates to religious procession. It dates to approximately 1959, representing a period of cultural, trade, or political activity."
hist_03143,img_03143,Rome Photograph - 1396,1396,Modern Century,Rome,photograph,scientific expedition,"A photograph from Rome depicting scientific expedition during the modern century around 1396. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Rome Photograph - 1396. This object was discovered in Rome and relates to scientific expedition. It dates to approximately 1396, representing a period of cultural, trade, or political activity."
hist_03144,img_03144,Rome Photograph - 1884,1884,Medieval Period,Rome,photograph,battlefield,"A photograph from Rome depicting battlefield during the medieval period around 1884. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Rome Photograph - 1884. This object was discovered in Rome and relates to battlefield. It dates to approximately 1884, representing a period of cultural, trade, or political activity."
hist_03145,img_03145,Beijing Statue - 1205,1205,Colonial Period,Beijing,statue,religious procession,"A statue from Beijing depicting religious procession during the colonial period around 1205. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Beijing Statue - 1205. This object was discovered in Beijing and relates to religious procession. It dates to approximately 1205, representing a period of cultural, trade, or political activity."
hist_03146,img_03146,Alexandria Statue - 1273,1273,Modern Century,Alexandria,statue,market scene,"A statue from Alexandria depicting market scene during the modern century around 1273. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Alexandria Statue - 1273. This object was discovered in Alexandria and relates to market scene. It dates to approximately 1273, representing a period of cultural, trade, or political activity."
